Generation 0: Best Individual = [14.345690723537414, 0.7414810276622554], Fitness = 42.69520902925036
Generation 912: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 913: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 914: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 915: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 916: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 917: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 918: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 919: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 920: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 921: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 922: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 923: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 924: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 925: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 926: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 927: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 928: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 929: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 930: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 931: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 932: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 933: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 934: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 935: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 936: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 937: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 938: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 939: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 940: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 941: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 942: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 943: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 944: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 945: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 946: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 947: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 948: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 949: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 950: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 951: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 952: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 953: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 954: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 955: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 956: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 957: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 958: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 959: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 960: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 961: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 962: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 963: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 964: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 965: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 966: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 967: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 968: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 969: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 970: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 971: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 972: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 973: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 974: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 975: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 976: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 977: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 978: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 979: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 980: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 981: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 982: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 983: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 984: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 985: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 986: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 987: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 988: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 989: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 990: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 991: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 992: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 993: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 994: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 995: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 996: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 997: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 998: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
Generation 999: Best Individual = [14.195876187214534, 0.7342363965820883], Fitness = 0.5137230446029306
[14.197083339719516, 0.7342363965820883] 0.46086597489413594
